AAPL	NASDAQ
GOOG	NASDAQ
META	NASDAQ
MSFT	NASDAQ
AMZN	NASDAQ
CSCO	NASDAQ
INTC	NASDAQ
WMT	NASDAQ
PEP	NASDAQ
EBAY	NASDAQ
NBIS	NASDAQ
FWONK	NASDAQ
OPCH	NASDAQ
LNTH	NASDAQ
NOVT	NASDAQ
PRVA	NASDAQ
ZD	NASDAQ
SMCI	NASDAQ
PTCT	NASDAQ
ENVX	NASDAQ
CALM	NASDAQ
NEOG	NASDAQ
TSLA	NASDAQ
FSLR	NASDAQ
TRIP	NASDAQ
URBN	NASDAQ
ADBE	NASDAQ
NFLX	NASDAQ
WDC	NASDAQ
MU	NASDAQ
AGNC	NASDAQ
ADSK	NASDAQ
NVDA	NASDAQ
CAR	NASDAQ
BIDU	NASDAQ
SBUX	NASDAQ
AMGN	NASDAQ
CHKP	NASDAQ
KDP	NASDAQ
DBX	NASDAQ
WIX	NASDAQ
RYAAY	NASDAQ
ACB	NASDAQ
TVRD	NASDAQ
CRBP	NASDAQ
CRON	NASDAQ
NXH	NASDAQ
TLRY	NASDAQ
LYFT	NASDAQ
BYND	NASDAQ
ARBE	NASDAQ
ODD	NASDAQ
VFS	NASDAQ
ARM	NASDAQ
NTES	NASDAQ
JD.US	NASDAQ
TCOM.CH	NASDAQ
TTWO	NASDAQ
MRX	NASDAQ
AAL	NASDAQ
BIIB	NASDAQ
PSKY	NASDAQ
CMCSA	NASDAQ
COST	NASDAQ
GILD	NASDAQ
GPRO	NASDAQ
HON	NASDAQ
BKNG	NASDAQ
PYPL	NASDAQ
QCOM	NASDAQ
PAGP	NASDAQ
UAL	NASDAQ
MDLZ	NASDAQ
SNEX	NASDAQ
AVT.US	NASDAQ
EXC	NASDAQ
KMB	NASDAQ
XRX	NASDAQ
PCAR	NASDAQ
GT	NASDAQ
AEP	NASDAQ
APA	NASDAQ
CHRW	NASDAQ
TXN	NASDAQ
CSX	NASDAQ
ADP	NASDAQ
CDW	NASDAQ
XEL	NASDAQ
ROST	NASDAQ
PFG	NASDAQ
HSIC	NASDAQ
CTSH	NASDAQ
CHTR	NASDAQ
AMAT	NASDAQ
STLD	NASDAQ
DLTR	NASDAQ
NWSA	NASDAQ
CPB	NASDAQ
VC	NASDAQ
ORLY	NASDAQ
CASY	NASDAQ
LKQ	NASDAQ
GEN	NASDAQ
NTAP	NASDAQ
SANM	NASDAQ
JBHT	NASDAQ
MAT	NASDAQ
JBLU	NASDAQ
NWL	NASDAQ
CLMT	NASDAQ
EXPE	NASDAQ
NAVI	NASDAQ
AMD	NASDAQ
WYNN	NASDAQ
HST	NASDAQ
FISV	NASDAQ
CINF	NASDAQ
Z	NASDAQ
LRCX	NASDAQ
CTAS	NASDAQ
ANDE	NASDAQ
NTRS	NASDAQ
INTU	NASDAQ
FWONA	NASDAQ
BLMN	NASDAQ
HAS	NASDAQ
TROW	NASDAQ
SLGN	NASDAQ
MAR	NASDAQ
MTCH	NASDAQ
SEDG	NASDAQ
REGN	NASDAQ
NTLA	NASDAQ
EDIT	NASDAQ
CLLS	NASDAQ
FIBK	NASDAQ
UMBF	NASDAQ
CBSH	NASDAQ
FFIN	NASDAQ
UBSI	NASDAQ
HWC	NASDAQ
TFIN	NASDAQ
BOKF	NASDAQ
CVBF	NASDAQ
FULT	NASDAQ
CATY	NASDAQ
FHB	NASDAQ
EBC	NASDAQ
SFNC	NASDAQ
CASH	NASDAQ
LKFN	NASDAQ
TBBK	NASDAQ
FBNC	NASDAQ
FIVN	NASDAQ
HIMX	NASDAQ
GMAB.US	NASDAQ
AEIS	NASDAQ
MSEX	NASDAQ
CIFR	NASDAQ
MBLY	NASDAQ
NXT.US	NASDAQ
ENLT	NASDAQ
ATAI	NASDAQ
DAVE	NASDAQ
GEHC	NASDAQ
WBTN	NASDAQ
CXAI	NASDAQ
INKT	NASDAQ
OUST	NASDAQ
AKAM	NASDAQ
CHDN	NASDAQ
CME	NASDAQ
COO	NASDAQ
UNIT	NASDAQ
DPZ	NASDAQ
GLPI	NASDAQ
GRMN	NASDAQ
GSAT	NASDAQ
HAIN	NASDAQ
IBKR	NASDAQ
ILMN	NASDAQ
INCY	NASDAQ
IONS	NASDAQ
IPGP	NASDAQ
JAZZ	NASDAQ
KHC	NASDAQ
LAMR	NASDAQ
LBTYA	NASDAQ
LBTYK	NASDAQ
LILA	NASDAQ
MELI	NASDAQ
MMYT	NASDAQ
MNST	NASDAQ
NXPI	NASDAQ
PBYI	NASDAQ
POWI	NASDAQ
PPC	NASDAQ
ROP	NASDAQ
SBAC	NASDAQ
SEIC	NASDAQ
SHOP	NASDAQ
SWBI	NASDAQ
SWKS	NASDAQ
SYNA	NASDAQ
TRMB	NASDAQ
VIAV	NASDAQ
VRSK	NASDAQ
VRSN	NASDAQ
VRTX	NASDAQ
WTW	NASDAQ
XRAY	NASDAQ
WEN	NASDAQ
CACC	NASDAQ
VISN	NASDAQ
FAST	NASDAQ
AVGO	NASDAQ
AZN	NASDAQ
LIN	NASDAQ
ASML	NASDAQ
ISRG	NASDAQ
TMUS	NASDAQ
WDAY	NASDAQ
ADI.US	NASDAQ
EQIX	NASDAQ
PAYX	NASDAQ
SIRI	NASDAQ
TEAM	NASDAQ
ALGN	NASDAQ
LULU	NASDAQ
MCHP	NASDAQ
ULTA	NASDAQ
KLAC	NASDAQ
IDXX	NASDAQ
CDNS	NASDAQ
PPLI	NASDAQ
SNPS	NASDAQ
FANG	NASDAQ
FTNT	NASDAQ
CGC	NASDAQ
VTRS	NASDAQ
