AFRM	6.1	1.5	2.0	0.7	1.5	1.0	1.0	2.0	1.5	2.0	2.0	1.0	1.0	0.5	0.5	0.0	15
AFYA	6.5	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.5	0.5	2.0	1.0	1.5	2.0	0.0	14
AGEN	5.2	1.5	2.0	1.0	0.5	2.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.5	1.0	2.0	12
AGIO	4.8	2.0	2.0	1.0	0.5	1.0	1.0	1.5	1.0	0.0	2.0	1.0	1.0	0.0	0.5	0.0	13
AGMB	5.8	2.0	2.0	1.0	1.5	1.5	0.5	1.0	1.0	1.0	1.5	1.0	1.0	1.0	1.0	0.5	10
AGNC	4.3	1.5	1.0	1.0	1.0	1.0	2.0	1.0	0.5	1.5	1.0	0.0	0.0	1.0	0.0	0.5	14
AGNT	5.0	1.5	2.0	1.0	0.5	0.0	2.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	2.0	0.0	13
AGYS	6.8	2.0	2.0	1.0	1.0	1.0	1.5	2.0	1.0	1.0	2.0	2.0	2.0	1.0	0.5	0.5	13
AHCO	4.7	2.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	13
AIOT	3.8	2.0	2.0	1.0	0.5	0.0	0.5	0.0	0.0	0.0	2.0	1.0	1.0	0.5	1.0	0.0	14
AIP	6.0	2.0	2.0	1.0	1.0	0.0	1.5	0.0	1.0	0.0	1.5	2.0	2.0	0.0	2.0	2.0	13
AIRS	4.3	1.5	2.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	1.5	0.0	1.0	0.0	2.0	0.0	13
AKAM	6.5	1.5	2.0	1.0	0.5	0.0	1.0	1.5	2.0	1.0	2.0	2.0	2.0	1.0	0.5	1.5	14
AKBA	4.8	2.0	2.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	0.5	0.0	13
AKRO.CVR	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0
AKTS	6.2	2.0	2.0	1.0	0.0	1.5	2.0	0.5	1.0	1.0	2.0	1.0	1.0	1.0	1.5	1.0	11
ALAB	7.2	1.5	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.5	1.5	2.0	13
ALCO	5.5	1.5	1.5	1.0	1.5	1.0	2.0	0.0	1.0	0.5	1.5	1.0	1.0	0.0	2.0	1.0	13
